player_name,salary,team_abbreviation,age,player_height,player_weight,country,draft_year,draft_round,draft_number,games_played,pts,reb,ast,offensive_reb_pct,defensive_reb_pct,usage_pct,true_shooting_pct,assist_pct
A.C. Green,2250000,MIA,37.0,205.74,102.0582,USA,1985,1,23,82,4.5,3.8,0.5,0.08900000000000000,0.171,0.141,0.49200000000000000,0.05
A.J. Guyton,316000,CHI,23.0,185.42,81.64656,USA,2000,2,32,33,6.0,1.1,1.9,0.018000000000000000,0.053,0.16900000000000000,0.495,0.198
Aaron McKie,1820000,PHI,28.0,195.58,94.800728,USA,1994,1,17,76,11.6,4.1,5.0,0.016,0.13,0.19,0.5490000000000000,0.264
Aaron Williams,2250000,NJN,29.0,205.74,102.0582,USA,Undrafted,Undrafted,Undrafted,82,10.2,7.2,1.1,0.102,0.2,0.18,0.5330000000000000,0.068
Adam Keefe,3390000,GSW,31.0,205.74,104.32616,USA,1992,1,10,67,2.5,3.1,0.5,0.105,0.175,0.11600000000000000,0.45,0.066
Adonal Foyle,3578000,GSW,26.0,208.28,113.398,St. Vincent & Grenadines,1997,1,8,58,5.9,7.0,0.8,0.10100000000000000,0.18900000000000000,0.139,0.42200000000000000,0.052000000000000000
Adrian Griffin,498000,BOS,26.0,195.58,97.52228000000000,USA,Undrafted,Undrafted,Undrafted,44,2.1,2.0,0.6,0.077,0.20200000000000000,0.149,0.43200000000000000,0.125
Al Harrington,797000,IND,21.0,205.74,115.212368,USA,1998,1,25,78,7.5,4.9,1.7,0.07400000000000000,0.151,0.187,0.479,0.11600000000000000
Alan Henderson,5909000,ATL,28.0,205.74,106.59412000000000,USA,1995,1,16,73,10.5,5.6,0.7,0.109,0.147,0.22400000000000000,0.48700000000000000,0.05
Allan Houston,9000000,NYK,30.0,198.12,90.7184,USA,1993,1,11,78,18.7,3.6,2.2,0.009000000000000000,0.107,0.256,0.5430000000000000,0.11900000000000000
Allen Iverson,10125000,PHI,26.0,182.88,74.84268,USA,1996,1,1,71,31.1,3.8,4.6,0.019,0.081,0.354,0.518,0.226
Alonzo Mourning,16879000,MIA,31.0,208.28,118.38751200000000,USA,1992,1,2,13,13.6,7.8,0.9,0.142,0.23200000000000000,0.301,0.536,0.079
Alvin Williams,2100000,TOR,26.0,195.58,83.91452,USA,1997,2,47,82,9.8,2.6,5.0,0.023,0.078,0.175,0.483,0.267
Andre Miller,1808000,CLE,25.0,187.96,90.7184,USA,1999,1,8,82,15.8,4.4,8.0,0.039,0.105,0.23,0.541,0.389
Andrew DeClercq,1920000,ORL,28.0,208.28,115.66596000000000,USA,1995,2,34,67,3.9,3.5,0.5,0.111,0.179,0.13700000000000000,0.57,0.049
Anfernee Hardaway,10130000,PHX,29.0,200.66,97.52228000000000,USA,1993,1,3,4,9.8,4.5,3.8,0.045,0.13,0.17300000000000000,0.47700000000000000,0.22400000000000000
Antawn Jamison,2678000,GSW,25.0,205.74,101.151016,USA,1998,1,4,82,24.9,8.7,2.0,0.081,0.14800000000000000,0.27900000000000000,0.499,0.094
Anthony Carter,1200000,MIA,26.0,185.42,86.18248,USA,Undrafted,Undrafted,Undrafted,72,6.4,2.5,3.7,0.034,0.094,0.19,0.439,0.305
Anthony Goldwire,243000,DEN,29.0,187.96,82.553744,USA,1994,2,52,20,4.1,0.6,1.7,0.005,0.064,0.21900000000000000,0.469,0.276
Anthony Johnson,1200000,CLE,26.0,190.5,86.18248,USA,1997,2,39,53,2.5,0.8,1.5,0.021,0.084,0.17600000000000000,0.39,0.266
Anthony Mason,5553000,MIA,34.0,203.2,115.66596000000000,USA,1988,3,53,80,16.1,9.6,3.1,0.062,0.223,0.201,0.555,0.14400000000000000
Anthony Peeler,2737000,MIN,31.0,193.04,94.34713600000000,USA,1992,1,15,75,10.5,2.6,2.6,0.023,0.078,0.18600000000000000,0.513,0.138
Antoine Walker,10125000,BOS,24.0,205.74,111.13004,USA,1996,1,6,81,23.4,8.9,5.5,0.05,0.204,0.292,0.505,0.261
Antonio Daniels,2814000,SAS,26.0,193.04,92.98636000000000,USA,1997,1,4,79,9.4,2.1,3.8,0.015,0.07400000000000000,0.175,0.5670000000000000,0.24600000000000000
Antonio Davis,5500000,TOR,32.0,205.74,104.32616,USA,1990,2,45,78,13.7,10.1,1.4,0.111,0.21600000000000000,0.196,0.508,0.062
Antonio Harvey,548000,POR,30.0,210.82,113.398,USA,Undrafted,Undrafted,Undrafted,12,2.6,1.2,0.3,0.071,0.129,0.21100000000000000,0.506,0.10300000000000000
Antonio McDyess,10800000,DEN,26.0,205.74,111.13004,USA,1995,1,2,70,20.8,12.1,2.1,0.10400000000000000,0.254,0.26900000000000000,0.5380000000000000,0.106
Arvydas Sabonis,10636000,POR,36.0,220.98,132.448864,Lithuania,1986,1,24,61,10.1,5.4,1.5,0.049,0.239,0.24100000000000000,0.527,0.121
Austin Croshere,5298000,IND,26.0,205.74,109.769264,USA,1997,1,12,81,10.1,4.8,1.1,0.077,0.159,0.23,0.512,0.087
Avery Johnson,8000000,SAS,36.0,180.34,81.64656,USA,Undrafted,Undrafted,Undrafted,55,5.6,1.5,4.3,0.02,0.054000000000000000,0.14400000000000000,0.475,0.302
Baron Davis,2916000,CHH,22.0,190.5,96.16150400000000,USA,1999,1,3,82,13.8,5.0,7.3,0.046,0.099,0.192,0.512,0.319
Ben Wallace,4000000,DET,26.0,205.74,108.86208,USA,Undrafted,Undrafted,Undrafted,80,6.4,13.2,1.5,0.11600000000000000,0.293,0.105,0.47100000000000000,0.067
Bill Curley,2250000,GSW,29.0,205.74,99.79024,USA,1994,1,22,20,3.2,1.9,0.2,0.11800000000000000,0.1,0.159,0.569,0.028000000000000000
Bo Outlaw,4500000,ORL,30.0,203.2,95.25432,USA,Undrafted,Undrafted,Undrafted,80,7.3,7.7,2.8,0.092,0.183,0.107,0.623,0.128
Bob Sura,4386000,GSW,28.0,195.58,90.7184,USA,1995,1,17,53,11.1,4.3,4.6,0.032,0.121,0.193,0.48700000000000000,0.23200000000000000
Bobby Jackson,2250000,SAC,28.0,185.42,83.91452,USA,1997,1,23,79,7.2,3.1,2.0,0.05,0.111,0.182,0.501,0.166
Bonzi Wells,1528000,POR,24.0,195.58,95.25432,USA,1998,1,11,75,12.6,4.9,2.8,0.077,0.14300000000000000,0.233,0.5710000000000000,0.179
Brad Miller,4000000,CHI,25.0,213.36,118.38751200000000,USA,Undrafted,Undrafted,Undrafted,57,8.9,7.4,1.9,0.114,0.22900000000000000,0.18100000000000000,0.52,0.13
Brent Barry,4320000,SEA,29.0,198.12,97.52228000000000,USA,1995,1,15,67,8.8,3.1,3.4,0.023,0.113,0.135,0.66,0.19
Brent Price,2880000,VAN,32.0,185.42,83.91452,USA,1992,2,32,6,2.2,0.7,0.8,0.034,0.091,0.265,0.462,0.263
Brevin Knight,4250000,ATL,25.0,177.8,77.11064,USA,1997,1,16,53,6.3,3.2,5.9,0.017,0.109,0.147,0.41600000000000000,0.32
Brian Cardinal,316000,DET,24.0,203.2,111.13004,USA,2000,2,44,15,2.1,1.5,0.2,0.068,0.14,0.162,0.39800000000000000,0.052000000000000000
Brian Grant,8897000,MIA,29.0,205.74,113.398,USA,1994,1,8,82,15.2,8.8,1.2,0.09300000000000000,0.214,0.23600000000000000,0.536,0.07200000000000000
Brian Shaw,2250000,LAL,35.0,198.12,90.7184,USA,1988,1,24,80,5.3,3.8,3.2,0.03,0.158,0.131,0.479,0.20600000000000000
Brian Skinner,901000,LAC,25.0,205.74,120.20188,USA,1998,1,22,39,4.1,4.3,0.5,0.107,0.215,0.172,0.428,0.054000000000000000
Bruce Bowen,733000,MIA,30.0,200.66,90.7184,USA,Undrafted,Undrafted,Undrafted,82,7.6,3.0,1.6,0.02,0.08900000000000000,0.132,0.478,0.08200000000000000
Bruno Sundov,498000,IND,21.0,218.44,108.40848800000000,Croatia,1998,2,35,11,3.9,2.1,0.2,0.037000000000000000,0.15,0.175,0.498,0.03
Bryant Reeves,10110000,VAN,28.0,213.36,131.54168,USA,1995,1,6,75,8.3,6.0,1.1,0.083,0.198,0.175,0.506,0.073
Bryant Stith,5620000,BOS,30.0,195.58,95.25432,USA,1992,1,13,78,9.7,3.6,2.2,0.029000000000000000,0.106,0.145,0.5380000000000000,0.111
Bryon Russell,4570000,UTA,30.0,200.66,102.0582,USA,1993,2,45,78,12.0,4.2,2.1,0.048,0.11800000000000000,0.175,0.565,0.105
Cal Bowdler,1102000,ATL,24.0,208.28,111.13004,USA,1999,1,17,44,3.2,1.8,0.1,0.091,0.142,0.168,0.532,0.016
Calbert Cheaney,2200000,DEN,29.0,200.66,98.429464,USA,1993,1,6,9,2.3,2.2,1.0,0.034,0.109,0.10400000000000000,0.34,0.076
Calvin Booth,423000,DAL,25.0,210.82,109.315672,USA,1999,2,35,55,5.3,4.5,0.8,0.091,0.196,0.163,0.512,0.07400000000000000
Carlos Rogers,2200000,HOU,30.0,210.82,105.23334400000000,USA,1994,1,11,39,4.6,3.6,0.2,0.106,0.184,0.128,0.674,0.027000000000000000
Cedric Ceballos,3937000,MIA,31.0,200.66,99.79024,USA,1990,2,48,40,6.5,2.7,0.5,0.07200000000000000,0.14800000000000000,0.228,0.526,0.067
Cedric Henderson,2700000,CLE,26.0,200.66,102.0582,USA,1997,2,44,55,4.3,1.6,1.4,0.023,0.086,0.165,0.41600000000000000,0.134
Charlie Ward,5000000,NYK,30.0,187.96,86.18248,USA,1994,1,26,61,7.1,2.6,4.5,0.026000000000000000,0.10100000000000000,0.16700000000000000,0.536,0.297
Chauncey Billups,2250000,MIN,24.0,190.5,91.625584,USA,1997,1,3,77,9.3,2.1,3.4,0.021,0.084,0.198,0.5380000000000000,0.22900000000000000
Cherokee Parks,2100000,LAC,28.0,210.82,108.86208,USA,1995,1,12,65,4.6,3.5,0.7,0.078,0.179,0.149,0.51,0.071
Chris Carr,,BOS,27.0,198.12,99.79024,USA,1995,2,56,35,4.8,1.3,0.3,0.038,0.11700000000000000,0.226,0.611,0.07200000000000000
Chris Childs,4680000,TOR,33.0,190.5,88.45044,USA,Undrafted,Undrafted,Undrafted,77,4.7,2.6,4.6,0.016,0.11,0.135,0.494,0.32
Chris Crawford,2250000,ATL,26.0,205.74,106.59412000000000,USA,1997,2,50,47,6.8,2.3,0.8,0.034,0.106,0.18100000000000000,0.519,0.07
Chris Dudley,6200000,PHX,36.0,210.82,117.93392,USA,1987,4,75,53,1.4,3.5,0.3,0.114,0.22400000000000000,0.084,0.405,0.04
Chris Garner,32000,GSW,26.0,177.8,70.760352,USA,Undrafted,Undrafted,Undrafted,8,2.4,1.5,2.3,0.013000000000000000,0.079,0.139,0.24,0.17800000000000000
Chris Gatling,,CLE,33.0,208.28,104.32616,USA,1991,1,16,74,11.4,5.3,0.8,0.068,0.215,0.258,0.505,0.067
Chris Herren,423000,BOS,25.0,187.96,86.18248,USA,1999,2,33,25,3.3,0.8,2.2,0.011000000000000000,0.049,0.133,0.41,0.204
Chris Mihm,1923000,CLE,21.0,215.9,120.20188,USA,2000,1,7,59,7.6,4.7,0.3,0.106,0.16700000000000000,0.203,0.5,0.024
Chris Mills,4800000,GSW,31.0,200.66,97.975872,USA,1993,1,22,15,12.0,6.2,1.2,0.049,0.147,0.195,0.435,0.061
Chris Mullin,,GSW,37.0,198.12,90.7184,USA,1985,1,7,20,5.8,2.1,1.0,0.025,0.095,0.158,0.486,0.08800000000000000
Chris Porter,316000,GSW,23.0,200.66,98.88305600000000,USA,2000,2,55,51,8.6,3.7,1.2,0.071,0.10300000000000000,0.204,0.434,0.08800000000000000
Chris Webber,12000000,SAC,28.0,208.28,111.13004,USA,1993,1,1,70,27.1,11.1,4.2,0.069,0.22,0.313,0.516,0.20200000000000000
Chris Whitney,2370000,WAS,29.0,182.88,79.3786,USA,1993,2,47,59,9.5,1.8,4.2,0.009000000000000000,0.075,0.182,0.537,0.273
Christian Laettner,6625000,WAS,31.0,210.82,111.13004,USA,1992,1,3,78,9.3,4.7,1.6,0.085,0.17300000000000000,0.21100000000000000,0.568,0.126
Chucky Atkins,3000000,DET,26.0,180.34,72.57472,USA,Undrafted,Undrafted,Undrafted,81,12.0,2.1,4.1,0.013000000000000000,0.067,0.213,0.48100000000000000,0.23400000000000000
Chucky Brown,241000,CLE,33.0,203.2,99.79024,USA,1989,2,43,26,3.9,2.1,0.4,0.027000000000000000,0.16400000000000000,0.157,0.46400000000000000,0.054000000000000000
Clar. Weatherspoon,2100000,CLE,30.0,200.66,120.20188,USA,1992,1,9,82,11.3,9.7,1.3,0.092,0.231,0.151,0.563,0.061
Clifford Robinson,6890000,PHX,34.0,208.28,102.0582,USA,1989,2,36,82,16.4,4.1,2.9,0.043,0.095,0.251,0.501,0.155
Corey Benjamin,744000,CHI,23.0,198.12,92.98636000000000,USA,1998,1,28,65,4.7,1.5,1.1,0.049,0.08900000000000000,0.217,0.45300000000000000,0.14800000000000000
Corey Maggette,1353000,LAC,21.0,198.12,98.88305600000000,USA,1999,1,13,69,10.0,4.2,1.2,0.075,0.162,0.242,0.562,0.11200000000000000
Corie Blount,1320000,GSW,32.0,208.28,109.769264,USA,1993,1,25,68,4.6,5.9,0.9,0.135,0.193,0.131,0.473,0.07400000000000000
Corliss Williamson,3997000,DET,27.0,200.66,111.13004,USA,1995,1,13,69,11.6,4.7,0.9,0.068,0.133,0.222,0.5330000000000000,0.066
Cory Alexander,,ORL,28.0,185.42,86.18248,USA,1995,1,29,26,2.0,1.0,1.4,0.0,0.13700000000000000,0.17800000000000000,0.40700000000000000,0.273
Courtney Alexander,1319000,WAS,24.0,195.58,92.98636000000000,USA,2000,1,13,65,9.5,2.2,1.0,0.036000000000000000,0.085,0.23200000000000000,0.484,0.083
Cuttino Mobley,3922000,HOU,25.0,193.04,86.18248,USA,1998,2,41,79,19.5,5.0,2.5,0.033,0.11800000000000000,0.244,0.541,0.114
Dale Davis,6175000,POR,32.0,210.82,114.30518400000000,USA,1991,1,13,81,7.2,7.5,1.3,0.132,0.19700000000000000,0.134,0.524,0.073
Dalibor Bagaric,795000,CHI,20.0,215.9,125.64498400000000,Croatia,2000,1,24,35,1.3,1.6,0.3,0.091,0.158,0.174,0.304,0.065
Damon Jones,714000,VAN,24.0,190.5,83.91452,USA,Undrafted,Undrafted,Undrafted,71,6.5,1.7,3.2,0.013000000000000000,0.085,0.168,0.525,0.276
Damon Stoudamire,11250000,POR,27.0,177.8,77.56423200000000,USA,1995,1,7,82,13.0,3.7,5.7,0.032,0.1,0.21,0.519,0.275
Dan Langhi,316000,HOU,23.0,210.82,99.79024,USA,2000,2,31,33,2.7,1.2,0.1,0.057,0.126,0.222,0.40300000000000000,0.031
Dan Majerle,4000000,MIA,35.0,198.12,100.697424,USA,1988,1,14,53,5.0,3.1,1.7,0.018000000000000000,0.135,0.11600000000000000,0.48,0.10800000000000000
Dan McClintock,26000,DEN,24.0,213.36,122.46984000000000,USA,2000,2,53,6,3.0,2.8,0.2,0.149,0.171,0.158,0.446,0.025
Dana Barros,3700000,DET,34.0,180.34,73.935496,USA,1989,1,16,60,8.0,1.6,1.8,0.006,0.091,0.20200000000000000,0.534,0.187
Daniel Santiago,316000,PHX,25.0,215.9,116.119552,Puerto Rico,Undrafted,Undrafted,Undrafted,54,3.1,1.9,0.2,0.068,0.132,0.156,0.528,0.03
Danny Ferry,1200000,SAS,34.0,208.28,106.59412000000000,USA,1989,1,2,80,5.6,2.8,0.9,0.04,0.107,0.122,0.5770000000000000,0.066
Danny Fortson,,GSW,25.0,203.2,117.93392,USA,1997,1,10,6,16.7,16.3,0.8,0.152,0.371,0.166,0.6780000000000000,0.042
Danny Manning,1200000,UTA,35.0,208.28,110.676448,USA,1988,1,1,82,7.4,2.6,1.1,0.065,0.136,0.23200000000000000,0.537,0.135
Darius Miles,2841000,LAC,19.0,205.74,91.625584,USA,2000,1,3,81,9.4,5.9,1.2,0.07200000000000000,0.17300000000000000,0.191,0.518,0.08
Darrell Armstrong,3100000,ORL,33.0,185.42,81.64656,USA,Undrafted,Undrafted,Undrafted,75,15.8,4.6,7.0,0.036000000000000000,0.102,0.20800000000000000,0.535,0.299
Darrick Martin,673000,SAC,30.0,180.34,77.11064,USA,Undrafted,Undrafted,Undrafted,31,3.3,0.5,0.5,0.012,0.073,0.263,0.563,0.152
Darvin Ham,1700000,MIL,27.0,200.66,104.32616,USA,Undrafted,Undrafted,Undrafted,29,3.8,4.2,0.9,0.115,0.136,0.115,0.537,0.07
David Benoit,548000,UTA,33.0,203.2,99.79024,USA,Undrafted,Undrafted,Undrafted,49,3.6,1.7,0.4,0.059000000000000000,0.172,0.201,0.542,0.087
David Robinson,13196000,SAS,35.0,215.9,113.398,USA,1987,1,1,80,14.4,8.6,1.5,0.102,0.21600000000000000,0.22700000000000000,0.5590000000000000,0.087
David Vanterpool,80000,WAS,28.0,195.58,90.7184,USA,Undrafted,Undrafted,Undrafted,22,5.5,1.7,3.0,0.043,0.064,0.18100000000000000,0.462,0.254
David Wesley,2880000,CHH,30.0,185.42,95.707912,USA,Undrafted,Undrafted,Undrafted,82,17.2,2.7,4.4,0.023,0.059000000000000000,0.23,0.509,0.214
David Wingate,548000,SEA,37.0,195.58,84.821704,USA,1986,2,44,1,6.0,0.0,2.0,0.0,0.0,0.14,1.0,0.28600000000000000
Dean Garrett,2880000,MIN,34.0,210.82,113.398,USA,1988,2,38,70,2.5,3.1,0.3,0.085,0.21,0.109,0.511,0.042
Dee Brown,548000,ORL,32.0,187.96,92.98636000000000,USA,1990,1,19,7,6.9,1.6,1.7,0.0,0.083,0.153,0.519,0.152
Dell Curry,2000000,TOR,37.0,195.58,92.98636000000000,USA,1986,1,15,71,6.0,1.2,1.1,0.018000000000000000,0.087,0.20600000000000000,0.53,0.135
Derek Anderson,2250000,SAS,26.0,195.58,88.45044,USA,1997,1,13,82,15.5,4.4,3.7,0.031,0.107,0.218,0.542,0.177
Derek Fisher,3000000,LAL,26.0,185.42,90.7184,USA,1996,1,24,20,11.5,3.0,4.4,0.008,0.08900000000000000,0.153,0.534,0.18100000000000000
Derek Strong,3510000,LAC,33.0,205.74,108.86208,USA,1990,2,47,28,4.2,3.9,0.3,0.08,0.18,0.14800000000000000,0.44300000000000000,0.023
DerMarr Johnson,2107000,ATL,21.0,205.74,91.171992,USA,2000,1,6,78,5.1,2.3,0.8,0.046,0.105,0.177,0.46300000000000000,0.079
Derrick Coleman,8040000,CHH,34.0,208.28,122.46984000000000,USA,1990,1,1,34,8.1,5.4,1.1,0.073,0.23,0.22900000000000000,0.469,0.113
Derrick Dial,,SAS,25.0,193.04,83.91452,USA,1998,2,52,33,2.6,1.2,0.6,0.076,0.146,0.24,0.466,0.154
Derrick McKey,5400000,IND,34.0,208.28,109.315672,USA,1987,1,9,66,2.2,2.7,1.1,0.059000000000000000,0.14300000000000000,0.094,0.49,0.12300000000000000
DeShawn Stevenson,828000,UTA,20.0,195.58,95.25432,USA,2000,1,23,40,2.2,0.7,0.5,0.037000000000000000,0.073,0.20200000000000000,0.413,0.105
Desmond Mason,1074000,SEA,23.0,195.58,97.52228000000000,USA,2000,1,17,78,5.9,3.2,0.8,0.055,0.138,0.157,0.483,0.066
Detlef Schrempf,2200000,POR,38.0,208.28,106.59412000000000,USA,1985,1,8,26,4.0,3.0,1.7,0.053,0.185,0.161,0.48700000000000000,0.182
Devean George,849000,LAL,23.0,203.2,99.79024,USA,1999,1,23,59,3.1,1.9,0.3,0.065,0.145,0.201,0.39400000000000000,0.055
Dikembe Mutombo,14422000,PHI,35.0,218.44,120.20188,Congo,1991,1,4,75,10.0,13.5,1.0,0.135,0.294,0.146,0.547,0.048
Dion Glover,960000,ATL,22.0,195.58,103.418976,USA,1999,1,20,57,5.9,2.3,1.2,0.047,0.106,0.2,0.461,0.12300000000000000
Dirk Nowitzki,1693000,DAL,23.0,210.82,107.501304,Germany,1998,1,9,82,21.8,9.2,2.1,0.044000000000000000,0.22,0.237,0.601,0.092
Don MacLean,798000,MIA,31.0,208.28,106.59412000000000,USA,1992,1,19,8,3.9,2.3,0.5,0.096,0.157,0.203,0.613,0.095
Don Reid,548000,ORL,27.0,203.2,113.398,USA,1995,2,58,64,3.3,3.8,0.3,0.12,0.22900000000000000,0.129,0.59,0.044000000000000000
Donnell Harvey,,DAL,20.0,203.2,99.79024,USA,2000,1,22,18,1.2,1.1,0.1,0.094,0.20600000000000000,0.187,0.523,0.059000000000000000
Donyell Marshall,5630000,UTA,28.0,205.74,104.32616,USA,1994,1,4,81,13.6,7.0,1.6,0.094,0.2,0.215,0.568,0.099
Doug Christie,3132000,SAC,31.0,198.12,92.98636000000000,USA,1992,1,17,81,12.3,4.4,3.6,0.035,0.094,0.161,0.5380000000000000,0.142
Doug Overton,90000,NJN,31.0,190.5,86.18248,USA,1991,2,40,21,6.0,1.9,3.4,0.009000000000000000,0.08200000000000000,0.168,0.428,0.24600000000000000
Doug West,,VAN,34.0,198.12,90.7184,USA,1989,2,38,15,1.9,1.0,0.9,0.023,0.071,0.11600000000000000,0.341,0.14
Dragan Tarlac,2500000,CHI,28.0,210.82,122.46984000000000,USA,1995,2,31,43,2.4,2.8,0.7,0.07200000000000000,0.177,0.11800000000000000,0.45400000000000000,0.087
Duane Causwell,4000000,MIA,33.0,213.36,115.66596000000000,USA,1990,1,18,31,2.5,2.7,0.2,0.07200000000000000,0.19900000000000000,0.154,0.396,0.023
Earl Boykins,,LAC,25.0,165.1,60.327736,USA,Undrafted,Undrafted,Undrafted,10,6.5,1.1,3.2,0.029000000000000000,0.055,0.235,0.461,0.405
Eddie Gill,34000,NJN,22.0,182.88,86.18248,USA,Undrafted,Undrafted,Undrafted,8,4.9,1.1,3.0,0.0,0.07400000000000000,0.157,0.451,0.324
Eddie House,316000,MIA,23.0,185.42,81.64656,USA,2000,2,37,50,5.0,0.8,1.0,0.01,0.078,0.256,0.478,0.192
Eddie Jones,8960000,MIA,29.0,200.66,87.996848,USA,1994,1,10,63,17.4,4.6,2.7,0.04,0.115,0.24100000000000000,0.5530000000000000,0.15
Eddie Robinson,600000,CHH,25.0,205.74,92.98636000000000,USA,Undrafted,Undrafted,Undrafted,67,7.4,3.0,0.9,0.06,0.129,0.19,0.5590000000000000,0.094
Eduardo Najera,316000,DAL,24.0,203.2,106.140528,Mexico,2000,2,38,40,3.3,2.4,0.7,0.107,0.142,0.146,0.522,0.09300000000000000
Elden Campbell,8050000,CHH,32.0,213.36,124.7378,USA,1990,1,27,78,13.1,7.8,1.3,0.076,0.218,0.23,0.505,0.08
Eldridge Recasner,1200000,CHH,33.0,193.04,87.089664,USA,1992,Undrafted,Undrafted,43,2.4,1.2,0.9,0.04,0.099,0.174,0.42200000000000000,0.172
Elliot Perry,390000,PHX,32.0,182.88,68.945984,USA,1991,2,37,49,3.0,0.9,1.6,0.02,0.083,0.166,0.491,0.248
Elton Brand,3629000,CHI,22.0,203.2,117.93392,USA,1999,1,1,74,20.1,10.1,3.2,0.113,0.196,0.262,0.523,0.16400000000000000
Emanual Davis,611000,SEA,32.0,195.58,88.45044,USA,Undrafted,Undrafted,Undrafted,62,5.8,2.5,2.2,0.026000000000000000,0.11600000000000000,0.15,0.527,0.162
Eric Montross,2240000,TOR,29.0,213.36,122.46984000000000,USA,1994,1,9,54,2.2,3.2,0.4,0.085,0.212,0.128,0.396,0.045
